name,dob,tel
Grace Kyeyune,2004-06-02,+256313356498
Grace Okumu,1974-06-07,+256798070367
Ronald Kigozi,2003-02-08,+256771807429
Amina Byaruhanga,1972-11-17,+256312578640
Irene Nalubega,1986-01-09,+256750965982
Brian Nankunda,1965-03-09,+256765389678
Hellen Mugisha,2005-07-05,+256764962489
Hellen Muwonge,1978-09-24,+256709455391
Simon Adoch,2001-02-09,+256398321087
Charles Nalukenge,1972-02-14,+256748731339
Grace Opio,1979-04-01,+256756333508
Okello Kigozi,1982-04-25,+256703392317
Tasha Nankunda,1965-05-01,+256793686944
Hellen Achieng,1986-02-10,+256700501784
Joan Walusimbi,1987-07-24,+256745249110
Brian Okot,1984-12-08,+256393792077
George Nalugo,1997-01-11,+256717343100
Susan Kyeyune,1973-09-09,+256764554508
Oliver Wanyama,1992-03-24,+256798330403
Isaac Kyeyune,1974-01-23,+256718755508
James Auma,1989-05-13,+256725650964
David Okello,1974-11-20,+256316781693
Caroline Namukasa,1980-02-19,+256724191144
Ronald Kyeyune,2001-12-29,+256750653522
Joseph Nalubega,1967-01-26,+256781712694
Diana Nalugo,1963-11-25,+256316190164
Mugisha Ssempijja,1974-11-22,+256751716124
Rachel Ssebunya,1997-01-13,+256790200863
Caroline Kintu,1970-04-18,+256777236960
Hellen Namukasa,2003-10-06,+256723649210
Nancy Odongo,2003-08-05,+256799283257
Hellen Muwonge,1994-03-27,+256310564477
Francis Otim,1972-08-10,+256746984089
Joyce Otim,1985-04-14,+256786558348
James Okello,1972-12-26,+256755082338
Oliver Muwonge,1973-05-20,+256724354050
Emmanuel Opio,1977-03-03,+256759004182
Wasswa Lubega,1981-01-20,+256714098948
Paul Nalubega,1963-09-23,+256781288648
Nakato Tumusiime,1962-10-31,+256741236034
Naomi Kyeyune,1970-12-04,+256726379687
Isaac Mukasa,1996-09-02,+256752038795
Francis Nalwoga,1983-08-28,+256706429612
Wasswa Nabirye,1971-02-19,+256781552142
Okello Walusimbi,1971-03-26,+256719733488
Ssekandi Nankunda,1972-10-30,+256766347912
Susan Muwonge,1978-12-19,+256758157115
Caroline Ssekandi,1983-06-28,+256751063516
Francis Wanyama,1966-04-04,+256714712781
Hassan Muwonge,1969-04-16,+256791738867
Nalubega Asiimwe,1967-09-16,+256750162864
Peter Adoch,1970-05-23,+256742626848
Michael Okello,1987-10-14,+256789852359
Caroline Nabirye,1992-05-26,+256757557061
George Odongo,1964-04-14,+256770022876
Grace Kigozi,2005-02-26,+256777604027
Kevin Ssebunya,1961-12-14,+256788834329
Mary Bbosa,1994-12-18,+256741754334
Andrew Namukasa,1973-09-05,+256755279831
Michael Nalukenge,1984-02-11,+256785504977
Richard Odongo,1962-06-14,+256707633531
Babirye Auma,1983-10-27,+256743603654
Joyce Ssempijja,2000-05-08,+256759741261
Mark Nabunya,1969-07-23,+256703853231
Ruth Walusimbi,1985-12-02,+256746596539
Akello Adoch,1996-04-16,+256713117577
Amina Kyeyune,1961-07-08,+256751187967
Timothy Auma,1991-06-15,+256742815714
Oliver Kirabo,1964-01-30,+256741096686
Mugisha Opio,1981-08-29,+256768202555
Francis Nalwoga,1996-06-05,+256710607430
Nancy Nankya,1968-06-27,+256315574855
Lilian Opio,1963-05-12,+256725404262
Brian Nakato,1985-03-14,+256774842247
Nalubega Ssempijja,1995-11-20,+256784875342
Kato Muwonge,1993-12-18,+256785038426
Akello Ssempijja,1984-05-14,+256319795850
Diana Ssebunya,2001-12-03,+256794233321
Simon Byaruhanga,1962-04-10,+256704134851
Okello Lubega,1960-05-08,+256707650324
Betty Ssekandi,2003-02-08,+256717457737
Nabukeera Namutebi,1977-09-12,+256769632168
Victoria Ssempijja,1969-04-06,+256740620291
Victoria Byaruhanga,1997-12-16,+256711239574
Moses Walusimbi,1962-02-13,+256700612597
Moses Kigozi,1986-05-08,+256721557354
Rachel Okumu,1997-12-08,+256715983968
Lilian Ssekandi,1980-12-05,+256784686145
Paul Nankunda,1996-07-11,+256318707087
Nalubega Kato,1980-07-11,+256766275108
Andrew Ocen,1962-05-18,+256391827004
Ronald Mukasa,1960-02-11,+256743928188
Joyce Nalubowa,1976-02-27,+256705219672
Rebecca Akello,1994-08-15,+256776781660
Lydia Lubega,1981-02-11,+256718013176
Kevin Nalugo,1987-03-23,+256717624069
Moses Nabirye,2004-06-08,+256772596615
Apio Muwonge,1991-04-23,+256723289611
Babirye Asiimwe,1981-11-08,+256796310175
Wasswa Nalukenge,1994-10-23,+256392574192
Michael Achieng,1983-05-25,+256797604021
Moses Nalugo,1978-01-04,+256714050456
Nabukeera Nabunya,1995-01-13,+256718079991
Timothy Okello,1992-10-08,+256780559992
Lydia Byaruhanga,2002-11-08,+256769382071
Winnie Nabunya,1971-03-29,+256745359146
Sarah Namukasa,1990-05-31,+256712037343
Oliver Okumu,1976-11-11,+256706596826
Simon Namutebi,1995-12-11,+256764411962
Emmanuel Nalubowa,2000-03-06,+256749940997
Nalubega Kigozi,1989-05-24,+256701704973
Amina Ssekandi,1981-04-17,+256768153687
Andrew Nalubowa,1968-11-19,+256752219965
Simon Okumu,1973-07-16,+256796629008
Irene Nabunya,1964-11-29,+256765404850
Joyce Nabukeera,1994-12-08,+256760400196
David Nankunda,1967-03-13,+256700118916
Francis Otim,1998-01-18,+256710929168
Esther Okumu,2001-03-28,+256716967211
Mary Nambi,2006-02-19,+256749426247
Nalubega Achieng,1980-09-21,+256712337318
Naomi Muwonge,2005-12-07,+256700786495
Diana Namutebi,1993-09-07,+256723241648
Samuel Ocen,1996-04-28,+256390859563
Julie Ocen,1979-07-25,+256782145079
Mary Nankunda,1983-07-17,+256711029472
Betty Ocen,2001-10-28,+256792094953
Kenneth Nankya,1992-07-19,+256314110619
Esther Nabunya,1972-06-04,+256767029501
Tasha Ssempijja,1972-03-21,+256721204968
Susan Akello,1967-04-28,+256720352174
Akello Kigozi,1970-11-27,+256796671212
Esther Adoch,1980-01-14,+256786449270
Julie Nankya,1983-06-27,+256702609539
Isaac Mukasa,1997-12-31,+256717320938
Peter Adoch,1965-12-06,+256793175493
Timothy Odongo,1961-05-04,+256777758479
Lilian Nalugo,1966-01-28,+256742471987
Michael Nabukeera,1990-10-18,+256393827150
James Adoch,1996-02-04,+256728953334
Joseph Kyeyune,1981-07-26,+256781706225
Mary Nabunya,1988-10-14,+256789784025
Peter Nabukeera,1997-03-08,+256723128952
Paul Ocen,2006-09-03,+256754330840
Okello Adoch,1998-07-04,+256754165993
Charles Tumusiime,1970-06-02,+256797298194
Apio Ssekandi,1979-10-22,+256715186009
Mary Nalwoga,2006-08-17,+256707148531
Faith Okot,2002-12-18,+256705376671
Peter Nalubowa,1991-03-13,+256715602645
Tasha Adoch,1994-11-13,+256390935938
Diana Nalukenge,1964-09-04,+256728077922
George Byaruhanga,1973-08-18,+256725978238
Ssekandi Kyeyune,1981-02-11,+256704470232
Hassan Nankya,1976-01-08,+256782823586
Richard Nalwoga,1979-05-30,+256776631526
Peter Nabirye,1986-08-22,+256723192063
Apio Okello,1975-09-20,+256718978954
Rebecca Nankunda,2003-12-07,+256395359899
Richard Lubega,1977-07-18,+256783814778
Betty Okumu,1988-05-02,+256396023070
George Kirabo,1973-02-06,+256761131590
Moses Ocen,1967-08-28,+256757573889
Andrew Ocen,1979-06-06,+256711080295
Amina Akello,1998-03-11,+256777651242
Simon Kirabo,2001-07-16,+256725958367
Grace Kato,1992-09-21,+256771746054
Richard Kato,1978-06-01,+256794893303
Apio Okello,1963-11-08,+256740513872
Ssekandi Mukasa,1962-11-16,+256766676035
George Kato,1982-09-03,+256792452038
Irene Nabirye,2001-11-01,+256319372079
Okello Tumusiime,1963-07-12,+256742873661
Diana Wanyama,1967-06-20,+256788752714
Lilian Kintu,1998-04-15,+256727405073
Emmanuel Bbosa,1973-05-25,+256764875593
Andrew Namukasa,1960-08-03,+256720044784
Babirye Nalwoga,1986-06-17,+256717536142
Andrew Nambi,1966-03-22,+256729139723
Betty Walusimbi,1998-07-26,+256772687135
Peter Ssebunya,1974-01-31,+256746636394
Rebecca Asiimwe,1968-03-13,+256395490139
Brian Nalubega,1967-03-31,+256310326890
Hassan Walusimbi,1987-03-27,+256708611200
Patience Namukasa,1971-07-23,+256794293840
Kevin Nalubowa,1964-04-10,+256772901086
Susan Okello,2000-07-13,+256703519926
Mark Otim,1963-06-08,+256722164293
Lilian Okello,1977-01-30,+256728874259
Naomi Ochieng,1984-08-21,+256314558647
Rachel Akello,1970-04-17,+256747665453
James Muwonge,1962-09-14,+256779615482
Wasswa Nankya,1995-07-25,+256391876652
Timothy Kizza,1994-08-02,+256742079835
Richard Ocen,1987-05-31,+256797906186
Kevin Okello,1982-10-22,+256704172984
Nabukeera Nambi,1965-10-07,+256764671585
Grace Kizza,1995-01-28,+256706535309
Winnie Okello,1962-09-30,+256759735564
Nancy Kigozi,1989-09-20,+256319170351
Grace Asiimwe,1968-07-09,+256790460858
Paul Ochieng,1997-01-15,+256786831964
Amina Okumu,1971-08-17,+256728652418
Hassan Bbosa,1960-07-17,+256751608811
Lydia Walusimbi,1996-08-06,+256760304647
Patience Nankya,1968-11-08,+256399615789
Rachel Kato,1989-09-24,+256742049656
Oliver Mukasa,1974-08-04,+256762680952
Mugisha Nakato,1989-02-06,+256729272339
Julie Lubega,1999-12-05,+256799198077
Mark Bbosa,1984-04-24,+256315102969
Betty Opio,1975-08-23,+256705134876
Isaac Nalubega,1964-03-11,+256763329896
Hassan Asiimwe,1974-04-12,+256711458604
Charles Ocen,1999-01-23,+256765357657
Victoria Kintu,1975-11-23,+256727767965
Lilian Achieng,1999-12-08,+256770677410
Hellen Nalwoga,1981-05-07,+256758917496
Nabukeera Bbosa,2005-07-12,+256704273611
Andrew Tumusiime,1998-09-26,+256709949038
Akello Namukasa,1975-12-23,+256715192519
Ronald Nalubowa,1989-06-20,+256393694096
Isaac Nabukeera,1964-01-20,+256756114714
George Nankya,1999-09-27,+256765916056
Betty Nabunya,1967-12-02,+256767464474
Apio Auma,1980-01-19,+256713160272
Samuel Asiimwe,2001-12-17,+256705124603
Victoria Nambi,1989-03-03,+256772395719
Francis Kyeyune,1960-01-19,+256311746171
Namukasa Bbosa,2001-09-11,+256799562796
Kato Bbosa,1975-01-23,+256701829215
Tasha Akello,1978-01-26,+256721950950
Isaac Kyeyune,1965-06-14,+256778752470
Julie Odongo,2001-02-18,+256708623789
Irene Nankunda,2005-07-15,+256771180243
Kato Ssempijja,1980-05-22,+256319693323
Moses Kyeyune,1969-06-29,+256708318849
Richard Nalugo,2002-12-27,+256714134187
Irene Lubega,1969-06-06,+256399972277
Oliver Opio,1964-05-12,+256315508963
Diana Ocen,2003-07-31,+256743544080
Naomi Bbosa,1973-01-20,+256798708196
Richard Kirabo,2005-12-10,+256796131990
Lydia Byaruhanga,1983-03-01,+256778598818
Winnie Opio,1981-10-10,+256749653281
Amina Kirabo,1960-05-13,+256709537392
Betty Okumu,1985-07-12,+256783979755
Joyce Kirabo,1986-08-30,+256399770923
Winnie Ocen,1982-08-31,+256755245110
Hassan Mugisha,2000-07-16,+256754649030
Namukasa Kato,1998-03-22,+256779756461
Kenneth Asiimwe,1985-07-20,+256726469317
Paul Auma,1991-10-26,+256313896669
Oliver Opio,1962-10-12,+256391830816
Rachel Okumu,2006-03-28,+256754185674
Rachel Adoch,1964-11-10,+256748652424
Ssekandi Kizza,1992-08-23,+256789601628
Victoria Nabirye,1980-01-02,+256795271833
Rachel Nankya,1966-06-18,+256318336250
Diana Namutebi,1979-07-26,+256778001915
Betty Nalubowa,1978-11-20,+256750653358
Lydia Nankunda,1968-10-11,+256707429903
Winnie Kyeyune,1968-06-04,+256317817694
Peter Nankunda,1962-04-16,+256313243122
Betty Nabirye,1979-07-20,+256310043856
Joan Ochieng,1977-02-10,+256779795683
Peter Kigozi,1961-03-23,+256748406212
Susan Okumu,1990-07-05,+256743172410
Rachel Ocen,1963-11-17,+256729300040
Francis Namukasa,1995-03-22,+256723761591
Joan Lubega,1981-05-05,+256763281077
Okello Tumusiime,1985-07-18,+256765553502
James Nambi,1964-10-23,+256397557973
Ssekandi Namukasa,1982-01-15,+256742343006
Betty Ssebunya,1986-03-13,+256758087816
Kato Mugisha,1981-10-20,+256775532106
Ronald Bbosa,2000-07-03,+256765267430
Caroline Mugisha,1996-11-17,+256702496391
Mary Ssebunya,1977-06-15,+256717889712
Mary Nalubega,1984-08-03,+256775186980
Hassan Kato,1969-09-01,+256786570426
Mark Nankunda,1968-05-13,+256799457626
Andrew Ocen,1961-04-12,+256312474218
Brian Auma,1996-05-09,+256775451382
Joan Ochieng,1981-04-01,+256712580694
Ronald Kyeyune,1986-07-23,+256310443165
Faith Nalubowa,1991-08-23,+256757033786
Mugisha Nambi,1993-04-13,+256740073332
Okello Asiimwe,1989-11-14,+256765433167
Susan Akello,1989-11-10,+256702115090
Betty Okot,2003-09-19,+256770111014
Mugisha Akello,1980-10-27,+256795228005
Betty Nankya,1977-03-13,+256312296775
Mary Ocen,1996-11-16,+256391035429
Diana Nabukeera,1981-11-27,+256700490427
Sarah Nankunda,1972-09-30,+256779488608
Brian Nabukeera,1976-06-26,+256779442315
George Auma,1993-08-07,+256721041342
Simon Byaruhanga,2001-01-29,+256760391979
Timothy Kirabo,2001-06-20,+256390622874
Ssekandi Asiimwe,1969-09-02,+256701126339
David Akello,1978-09-24,+256720648822
Joyce Mugisha,2001-01-03,+256755189842
Namukasa Kato,1970-04-10,+256777979634
Richard Ssebunya,1977-05-16,+256773058847
Samuel Ocen,1980-09-28,+256313987452
Ruth Nabunya,1974-02-18,+256391217490
Apio Kirabo,1973-02-28,+256396340520
Babirye Asiimwe,1980-02-15,+256710041011
Francis Kato,1975-07-20,+256708059505
Wasswa Nakato,1971-04-19,+256770706718
Lilian Kirabo,2001-07-25,+256728571611
Joseph Lubega,1964-11-09,+256784693061
Joyce Muwonge,1989-01-29,+256764799490
Emmanuel Auma,1974-12-09,+256789084421
David Opio,1977-05-12,+256792437617
Oliver Nankunda,2006-07-09,+256722663876
Joan Nankya,1964-10-03,+256701327921
Susan Kintu,1997-08-06,+256754340035
Hellen Otim,1972-04-27,+256768443459
Susan Okello,1997-05-28,+256758238780
Kato Nambi,1999-06-21,+256707156941
Nabukeera Asiimwe,1975-11-14,+256724312912
Kevin Auma,2001-10-14,+256767734832
Betty Muwonge,1983-05-28,+256757873103
Amina Nalubowa,1984-06-15,+256707407456
Andrew Lubega,2001-02-06,+256775336503
Francis Ochieng,2006-02-09,+256707280914
Ssekandi Ochieng,1987-06-25,+256797612834
Diana Nakato,1972-03-25,+256726692188
Namukasa Opio,1966-05-22,+256792460003
Mary Tumusiime,1999-04-03,+256316336002
Rachel Wanyama,2004-03-14,+256700021974
Nalubega Kizza,1962-12-26,+256718656136
Richard Kintu,1995-09-09,+256766496013
Amina Wanyama,1966-08-30,+256798645484
Sarah Namutebi,2002-05-04,+256316734698
Kenneth Ssebunya,1972-12-12,+256396168683
Diana Wanyama,1971-01-20,+256789774964
Irene Muwonge,1992-05-20,+256724404163
Naomi Ocen,1984-03-24,+256746259254
Apio Nalwoga,1967-08-08,+256716692591
Joyce Muwonge,1983-06-24,+256391436128
Diana Auma,1960-03-31,+256790330855
Amina Nalubowa,2006-02-25,+256717906784
Betty Byaruhanga,1992-12-04,+256316717365
Andrew Lubega,1969-04-13,+256720661183
Akello Kigozi,1965-03-22,+256707907028
Lilian Kizza,1993-06-18,+256753793141
Victoria Nalubowa,1973-08-09,+256786363717
Susan Achieng,1964-10-25,+256314926979
Francis Mugisha,1960-01-17,+256761130342
David Byaruhanga,2004-07-12,+256707868209
Brian Nabukeera,1961-01-22,+256796075376
James Bbosa,1985-12-06,+256760806400
Joan Ocen,1980-08-07,+256397944940
Caroline Achieng,1961-01-26,+256312946501
Joyce Nalukenge,1992-09-12,+256312888174
Moses Kirabo,2001-05-01,+256397941847
Kenneth Ssekandi,1997-11-18,+256315599609
Wasswa Auma,1987-09-28,+256769982494
Rebecca Ochieng,1994-05-31,+256752801766
Michael Kirabo,1974-11-14,+256314327097
Francis Opio,1985-07-01,+256704719106
Tasha Akello,1999-07-19,+256715858971
Nalubega Ocen,1992-11-13,+256750660172
Mark Lubega,1980-08-12,+256713148315
Apio Opio,2000-02-16,+256787109323
Hassan Ocen,1993-10-18,+256778951872
Peter Asiimwe,2004-07-14,+256708895187
Paul Nabunya,1964-03-01,+256717680694
Paul Walusimbi,1995-01-28,+256768740342
Francis Odongo,1984-06-24,+256798541950
Charles Nakato,1978-12-20,+256390584855
Simon Kato,1985-05-30,+256768444237
Victoria Nambi,1983-10-27,+256705964044
George Walusimbi,1999-03-07,+256760449783
Mary Nalubega,1981-11-04,+256743064481
Victoria Okumu,1969-10-20,+256762438687
Francis Nalubowa,1965-02-02,+256711955552
Okello Nalubowa,1966-05-09,+256796240198
Susan Ocen,1998-01-24,+256794199090
Michael Otim,1979-12-13,+256799292950
Mark Bbosa,1996-12-19,+256721281345
Michael Akello,1964-09-10,+256718389951
Richard Nalubowa,1977-10-24,+256317616181
Oliver Atim,1960-09-29,+256314613705
James Nankunda,1997-07-21,+256702620544
Rebecca Walusimbi,2004-06-09,+256752598174
Amina Asiimwe,1989-10-10,+256312252436
Akello Kato,2006-05-21,+256759171247
Wasswa Byaruhanga,1972-08-22,+256789194935
Andrew Ocen,1982-11-29,+256714729761
Moses Auma,1987-05-14,+256399056884
Nancy Nabukeera,1982-03-29,+256770082541
Andrew Muwonge,1982-08-12,+256781739690
Apio Nabukeera,1967-03-26,+256317959777
Francis Lubega,1976-06-06,+256757210513
Emmanuel Nakato,1984-05-08,+256785636289
Joyce Nabukeera,1998-01-08,+256762416872
Joyce Nabirye,2006-07-07,+256787178257
Hellen Atim,2001-05-11,+256317633566
Nancy Odongo,1989-07-20,+256785547267
Kato Auma,1986-06-16,+256794328226
Moses Okello,1970-05-14,+256713952714
Richard Okumu,1979-02-10,+256392284932
Oliver Asiimwe,1999-01-08,+256770054711
Rachel Nankunda,1965-09-28,+256727611461
Mary Kyeyune,1982-05-10,+256393502996
Hassan Ochieng,1985-01-04,+256790456598
Apio Kigozi,2002-12-06,+256794804034
Timothy Nankunda,1991-05-09,+256394066816
Nabukeera Ssebunya,1992-04-23,+256771993610
Okello Opio,1972-03-17,+256779301026
Wasswa Nakato,2001-09-30,+256724026404
Rachel Walusimbi,1982-08-21,+256707027733
Wasswa Otim,1980-10-26,+256790507611
Caroline Namukasa,1971-09-17,+256716354661
Mark Mukasa,1964-09-28,+256785024928
Ssekandi Ocen,1975-10-24,+256747381851
Esther Atim,1997-02-16,+256318255362
Nancy Namutebi,2000-12-16,+256312717088
Julie Ssebunya,1969-06-07,+256767019080
Kevin Atim,1961-04-14,+256721283422
Babirye Nabukeera,2003-10-21,+256789135710
Namukasa Opio,1997-05-03,+256790796684
Oliver Namutebi,1991-02-08,+256715351092
Rachel Nabirye,1996-01-03,+256398567403
Rebecca Kizza,1989-04-03,+256773886388
Diana Nalwoga,1974-10-28,+256751340581
Naomi Ssempijja,1975-10-16,+256319243832
Esther Kato,2006-12-12,+256762340586
Timothy Okumu,1963-09-21,+256796395906
Sarah Okumu,1987-10-29,+256764571940
Charles Kato,1985-09-15,+256729006963
Rachel Ochieng,1963-12-27,+256780604035
Michael Ssekandi,1975-01-12,+256741329467
Faith Lubega,1968-03-06,+256399066307
Ruth Kato,1961-07-03,+256723516641
Nalubega Kyeyune,2006-12-01,+256747257668
Irene Auma,2003-02-10,+256774915387
Irene Kizza,1990-04-26,+256796529675
James Ssempijja,2001-07-07,+256727905394
Richard Mukasa,1973-06-01,+256770487550
Nabukeera Nalukenge,2000-04-07,+256708486234
Nakato Odongo,1999-04-06,+256793799983
Susan Nabukeera,1980-05-31,+256710121687
Kenneth Adoch,1991-02-16,+256744462064
Andrew Mukasa,1990-09-10,+256316178762
Julie Kirabo,1971-07-31,+256772910582
Lydia Kintu,1963-04-12,+256788383671
Rachel Akello,1990-06-21,+256704272981
Patience Okumu,2002-02-23,+256795980286
Nalubega Namukasa,2001-06-22,+256741021659
Joan Muwonge,1990-11-24,+256742123388
Paul Kintu,1974-08-23,+256780379923
Samuel Ochieng,1989-09-13,+256750700596
Nancy Nankya,2006-10-04,+256765666524
Hellen Auma,2001-02-06,+256393740173
Nancy Byaruhanga,1969-04-30,+256310648901
Faith Atim,1966-03-15,+256777997298
Susan Adoch,1985-08-11,+256769794225
Lilian Ssempijja,1995-01-28,+256777721457
Isaac Okello,1986-08-24,+256766377248
Michael Nambi,1998-09-08,+256758638576
Kevin Nabukeera,1975-12-31,+256783829636
Ssekandi Nalubowa,1974-08-17,+256391183684
Isaac Asiimwe,1991-08-08,+256759132896
Nabukeera Nalubowa,1999-04-08,+256797805514
Michael Kizza,1974-07-03,+256700177292
Nalubega Otim,1985-01-12,+256744391778
Moses Mugisha,2003-10-19,+256727075720
Kenneth Muwonge,1988-12-24,+256770403147
Francis Namukasa,1964-03-26,+256740992488
George Nabirye,1962-08-06,+256744109395
Richard Nabirye,2004-09-30,+256714048742
James Atim,1980-01-30,+256716306911
Timothy Muwonge,1964-10-13,+256745970234
Tasha Ssebunya,1963-06-05,+256769195834
Nalubega Tumusiime,1992-10-31,+256790283679
Winnie Odongo,1977-09-27,+256743467952
Winnie Nalwoga,1971-08-07,+256766772965
Betty Kato,2005-11-20,+256317547260
Peter Kyeyune,1992-10-26,+256781189131
Michael Walusimbi,1993-01-08,+256397239257
Michael Kigozi,1991-09-16,+256789753703
George Asiimwe,1993-04-09,+256785714766
Namukasa Asiimwe,1989-01-31,+256760426444
Oliver Adoch,1994-09-11,+256314026372
Patience Adoch,1967-06-12,+256729448005
Paul Nabirye,1992-09-14,+256781924899
Faith Ssekandi,1990-12-13,+256751246659
Irene Nankunda,1992-12-02,+256725250306
Nalubega Lubega,2004-11-29,+256721035204
Simon Kirabo,1988-02-10,+256721246646
Joyce Adoch,1976-08-05,+256711125769
Nakato Nalubega,2004-02-02,+256715022585
Peter Ochieng,1965-05-21,+256754963565
Apio Nankunda,1972-02-27,+256740677131
Samuel Walusimbi,1983-07-06,+256786471262
Brian Nabirye,1972-09-10,+256783397070
Julie Nalubega,1981-09-15,+256750950991
Apio Kato,1985-07-10,+256721536154
Ruth Nalubowa,1975-07-05,+256750161177
Tasha Kizza,1980-12-14,+256393360057
George Nambi,1968-02-05,+256750369971
Akello Muwonge,1963-06-24,+256721485573
Rebecca Nalukenge,1988-06-08,+256762764314
David Kintu,1962-05-31,+256399532530
Isaac Nambi,1967-12-11,+256758027107
Namukasa Ochieng,1989-02-23,+256723970610
Amina Achieng,1967-10-20,+256756822225
Okello Namutebi,1980-12-03,+256713421652
Patience Nalubega,2002-06-07,+256758427858
Kevin Nabunya,1998-10-17,+256713391155
Timothy Atim,1997-04-27,+256727745717
Betty Mukasa,1986-01-18,+256713114513
Tasha Tumusiime,1973-07-10,+256721945729
Joyce Achieng,1978-04-14,+256702775358
Lilian Mugisha,1968-04-11,+256791402290
Babirye Namutebi,1963-01-31,+256759933169
Nalubega Nabunya,1964-07-20,+256728818817
Lydia Ssempijja,1966-04-20,+256799144182
Naomi Nankya,1987-02-04,+256396372760
Julie Tumusiime,1969-08-29,+256762647164
Wasswa Okumu,1963-03-28,+256319658889
Esther Nankunda,1979-06-19,+256792585029
Simon Muwonge,1978-07-24,+256745384369
Ssekandi Ochieng,1980-12-12,+256717420036
Betty Nakato,1986-12-13,+256776688948
Francis Okello,1979-07-12,+256718124419
Francis Walusimbi,1970-05-01,+256799448673
Nancy Mugisha,1988-10-20,+256798038528
Mark Akello,1974-04-03,+256701879291
Moses Nambi,1993-01-01,+256704177785
Ssekandi Okot,1966-11-15,+256770466674
Andrew Opio,1990-12-12,+256758711378
Winnie Bbosa,1973-10-08,+256708320349
James Ssekandi,1966-10-01,+256767704605
Hassan Opio,1962-05-05,+256773505894
Ssekandi Kirabo,2005-03-14,+256748346046
Lydia Nankunda,1964-12-02,+256711557294
Babirye Nalwoga,1976-11-11,+256767373458
Wasswa Akello,1965-06-03,+256396360505
Wasswa Lubega,1962-01-14,+256776693058
Isaac Nabunya,1985-03-15,+256705794346
Simon Ocen,1982-01-11,+256776658917
Kevin Nalubowa,2001-05-18,+256724157706
Betty Byaruhanga,1988-07-21,+256700491206
Apio Nalwoga,2004-06-13,+256790149359
Lydia Nakato,1997-10-03,+256714602800
Joseph Akello,1986-10-03,+256744188384
Okello Opio,1990-04-16,+256740513731
Nancy Kigozi,1977-04-15,+256798236272
Mark Lubega,1990-01-22,+256392870573
Nakato Nalugo,2004-03-20,+256390087311
Diana Otim,1972-09-06,+256722384724
Faith Asiimwe,1984-08-11,+256316271891
Wasswa Tumusiime,1978-12-24,+256765307723
Namukasa Nalugo,1997-10-02,+256391918105
Nabukeera Namutebi,2006-08-06,+256703603263
Timothy Okot,1978-07-01,+256723946131
Julie Opio,1977-04-09,+256798204714
Emmanuel Nalwoga,1962-12-02,+256724035266
Susan Nambi,1999-05-20,+256753949116
Paul Nankya,1997-10-11,+256768705392
Timothy Nalukenge,1983-11-04,+256758678193
Lilian Okot,1967-12-04,+256716591681
Simon Ssekandi,1969-06-23,+256720647451
Rebecca Kato,1999-09-05,+256785585409
Caroline Tumusiime,1983-05-04,+256786704777
Paul Okello,2006-01-04,+256768613180
Ruth Odongo,1982-09-14,+256711860729
Victoria Nabukeera,1970-02-11,+256716205413
Oliver Kyeyune,1966-02-20,+256753593275
Emmanuel Kyeyune,1970-08-11,+256716946964
Sarah Nalwoga,1977-10-14,+256715149191
Francis Ssempijja,1974-12-05,+256771277216
Apio Asiimwe,1990-08-27,+256770371368
Sarah Bbosa,1983-03-01,+256764523361
Charles Mukasa,1994-01-26,+256726681300
Mugisha Ssekandi,2004-11-03,+256794286376
Moses Nalwoga,1977-10-19,+256781501642
Kenneth Ocen,1988-03-28,+256754574998
Babirye Nalugo,1991-10-10,+256755670070
Apio Kizza,1962-07-28,+256316883212
Amina Achieng,1968-04-26,+256703873311
Lydia Namukasa,1973-08-26,+256396940102
Ssekandi Ssekandi,2006-11-21,+256782513827
Andrew Odongo,1971-04-12,+256779848979
Ruth Akello,1995-01-15,+256717466209
Emmanuel Nalubega,1964-12-18,+256793888187
Nakato Ocen,2000-06-16,+256395449979
Julie Nambi,1962-08-20,+256709822673
Francis Nankya,1992-05-11,+256399623188
Hassan Ssebunya,1976-12-14,+256709120024
Babirye Nalwoga,1981-07-31,+256774355728
Kenneth Nambi,1984-05-27,+256758853171
Akello Lubega,1963-01-16,+256747950071
Joseph Okot,1989-09-02,+256707045968
Rachel Kintu,1971-02-18,+256319670414
Isaac Bbosa,1982-11-19,+256753040742
Timothy Nalugo,1989-07-17,+256756496103
Nakato Achieng,2002-09-13,+256752318412
Irene Nalukenge,1990-10-02,+256767300156
Amina Okello,1970-01-26,+256728396824
Lydia Auma,1978-05-13,+256771121337
Winnie Okumu,1985-07-12,+256755134381
Joseph Ssekandi,1988-01-31,+256769815939
Akello Nankya,1979-02-04,+256311972044
Akello Kato,1997-11-28,+256793824416
Isaac Okot,1968-03-04,+256758629982
David Achieng,1999-12-02,+256310774820
Faith Byaruhanga,1971-04-03,+256707803474
Kenneth Kirabo,1990-04-23,+256314762545
Nalubega Ssebunya,1981-06-23,+256786795371
Wasswa Nalugo,1987-01-26,+256704539646
Francis Nalubowa,1985-11-15,+256794728518
Peter Kintu,1991-06-15,+256724114166
Julie Adoch,1979-02-18,+256729090261
Naomi Atim,2002-05-02,+256782835047
Michael Okot,1971-03-09,+256766801205
David Namukasa,1997-03-11,+256313491652
Moses Adoch,2000-12-09,+256766347779
Akello Achieng,1990-08-26,+256781608201
Irene Ssebunya,2002-01-19,+256799401408
Apio Nabunya,1984-11-26,+256708753354
